Nombre De La Finca,Dpto,Municipio,Corregimiento,Vereda/Sector,Area (Has),Altura M.S.N.M.,T (°C),Pp (Mm/Año),Tipo Suelo,Pendiente,Nivel Tecnlogico,Tenencia del predio,Agua Propia, Acueducto,Energ Electrica,Gas Natural,E Internet,Analisis De Suelos,Cultivo,Variedad,Area Cultivada (Has),Produccion (Kg),% Al Mercado,Forma Venta,Sitio Venta,Forma Pago,Participacion En Produccion,Especie,Raza,Numero,Produccion,Participacion Produccion,Tipo Organización,Nombre De La Organización,Longitud (W),Latitud (N)
0k 832,Valle,Palmira,Buitrera,Iracales,0,1.347,23,1000,fran-arc,pendiente,Medio,Propio,no,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,no,Porcino,Cruce,30,2850,Propio,no,no,"-76,20193","3,49096"
El rosal,Valle,Palmira,Caluce,los negros,0,1.245,22,1000,fra-arc,ondulado,medio,Propio,no,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,no,Porcino,Cruce,50,4750,Propio,no,no,"-76,19106","3,547207"
porcicola marco,Valle,Palmira,Potrerillo,la cancha,0,1.334,23,1000,fra-arc,plano,medio,Propio,no,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,no,Porcino,Cruce,25,2375kg,Propio,no,no,"-76,200724","3,553227"
Av4no81-46,Valle,Palmira,potrerillo,avenda 4 n0 81-46,0,1.243,23,1000,fra-arc,plano,medio,Propio,no,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,no,Porcino,Cruce,25,2375kg,Propio,no,no,"-76,198832","3,55388"
2o de julio,Valle,Palmira,potrerillo,20 de julio,0,1.293,23,1000,fra-arc,plano,medio,Familiar,no,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,no,Porcino,Cruce,25,2375kg,Propio,no,no,"-76,198285","3,554643"
No tiene,Valle,Palmira,caluce,enseguida plan vvivienda,2,1.320,24,1000,fra-arc,pendiente,medio,Familiar,no,Si,Si,Si,si,no,no,no,no,no,no,no,no,no,no,Porcino,Cruce,25,2375kg,Propio,no,no,"-76,184493","3,536812"
porcicola la isabelita,Valle,Palmira,Boyaca,Guali,0,1.052,24,1000,fran-arc,Plano,Medio,Familiar,no,Si,Si,Si,si,no,no,no,no,no,no,no,no,no,no,Porcino,Cruce,25,2375kg,Propio,no,no,"-76,15443","3,3612"
el bergel,Valle del cauca,palmira,Toche,teatino,no,1.686,24,1100,FA,ondulado,bajo,propietario sin titulo,SI,NO,SI,NO,NO,no,no,no,no,no,no,no,no,no,no,bovinos ,gyr,13,no,no,agropecuaria ,asoteatino,"-76,07789","3,63442"
Los Sauces,Valle del cauca,palmira,Toche,la veranera,no,1.784,23,1130,FA,ondulado,bajo,propietario con titulo,SI,NO,SI,NO,NO,no,no,no,no,no,no,no,no,no,no,bovinos ,jersey            gyr                    criollo  ,14,no,no,ninguna,no,"-76,07948","3,62805"
el llanito,Valle del cauca,palmira,Toche,Cabuyal,no,1.815,25,1100,FA,ondulado,bajo,en arriendamiento,SI,NO,SI,NO,NO,no,no,no,no,no,no,no,no,no,no,bovinos,criollos,11,no,no,agropecuaria,asocabuyal,"-76,074444","3,622861"
san isidro ,Valle del cauca,palmira,toche,la veranera,no,2.500,18,1500,FA,ondulado,medio,propietario con titulo,SI,NO,No,NO,NO,no,no,no,no,no,no,no,no,no,no,bovinos ,normando,40,no,no,agropecuaria,no,"-76,08676","3,61159"
casa mocha ,Valle del cauca,palmira,toche,la nevera,no,2.930,18,1000,FA,ondulado,bajo,propietario ,SI,NO,SI,NO,NO,no,no,no,no,no,no,no,no,no,no,bovinos,criollos,34,no,no,agropecuaria,no,"-76,07896","3,553"
La rivera ,Valle del Cauca ,Palmira ,La zapata ,La zapata ,no,1,30,500,FA,Plana ,Bajo ,propietario con titulo,Si,Si,Si,No,Si,no,no,no,no,no,no,no,no,no,no,bovinos,Criollos ,24,no,no,agropecuaria,no,"-76,2084","3,52874"
Campo alegre ,Valle del cauca,palmira,La zapata,El llanito ,no,1,26,800,FA,Ondulada,Bajo,propietario con titulo,Si ,No ,Si,No,No,no,no,no,no,no,no,no,no,no,no,bovinos,F1,21,no,no,Agropecuaria ,no,"-76,19031","3,51987"
Las delicias ,Valle del cauca,Palmira,Toche,la nevera,no,2.896,18,2000,FA,Ondulada,Bajo,propietario con titulo,Si,No,No,No,No,no,no,no,no,no,no,no,no,no,no,bovinos,Normando,50,no,no,agropecuaria,no,"-76,08468","3,55608"
no,Valle del cauca,Palmira ,Toche,la nevera,no,3,18,1900,FA,Ondulada,Bajo,propietario con titulo,Si,No,no,No,No,no,no,no,no,no,no,no,no,no,no,bovinos,normando y holstein ,21,no,no,agropecuaria,no,"-76,0867","3,55612"
El jardín ,Valle del Cauca ,Palmira,Toche,Teatino,no,2.006,22,2000,FA,Ondulada,Bajo,Propietario sin título,Si,Si,Si,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,criollos,7,no,no,Agropecuaria ,no,"-76,0695","3,64757"
no,Valle del Cauca ,Palmira,Toche,la nevera,no,2.900,20,1800,FA,Ondulada ,Bajo,propietario con titulo,Si,No,Si ,NO,NO,no,no,no,no,no,no,no,no,no,no,bovinos ,normando,12,no,no,agorpecuaria,no,"-76,08665","3,5951"
La maria,Valle del Cauca ,Palmira ,Tenjo,La maria,no,2.176,22,1900,FA,Ondulada,Bajo,propietario sin titulo,Si,No,Si,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos ,Criollo,11,no,no,Agropecuaria ,no,"-76,12991","3,50276"
El tesoro,Valle del cauca,palmira,Tenjo,La maria,no,2.174,22,1900,FA,Ondulada,Bajo,propietario sin titulo,Si,No,No,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos ,Criollo y F1,7,no,no,Agropecuaria ,no,"-76,13225","3,5012"
san martin ,valle del cauca ,palmira ,arenillo ,arenillo,no,1.863,28,800,FA,ondulada ,bajo ,propieratario con titulo,si ,si ,si,no ,no ,no,no,no,no,no,no,no,no,no,no,bovinos ,ceba ,20,no,no,agropecuaria,no,"-76,18116","3,48671"
yo tu el ,valle del cauca,palmira ,barrancas ,barrancas,no,1.049,30,500,FA,plana ,bajo ,arrendatario,si ,si ,si,no ,no ,no,no,no,no,no,no,no,no,no,no,bovinos,F1,11,no,no,agropecuaria,no,"-76,27134","3,5679"
el eden ,valle del cauca ,palmira ,barrancas ,barrancas,no,1.088,30,500,FA,Plana ,bajo ,propietario con titulo,si ,no ,si ,no ,no ,no,no,no,no,no,no,no,no,no,no,bovinos,criollos y F1,6,no,no,agropecuaria,no,"-76,23341","3,53742"
La Guayana,Valle del cauca,palmira,Guanabanal ,Guanabanal ,no,960,30,200,FA,Plana,Bajo,Arrendatario,Si,Si,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,"Ayrshire, F1",30,no,no,agropecuaria,no,"-76,42228","3,48531"
Cabañita ,Valle del cauca,palmira,Guanabanal ,Guanabanal,no,980,30,200,FA,Plana,Bajo,Arrendatario,Si,Si,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Harton y F1,30,no,no,agropecuaria,no,"-76,42657","3,48401"
Mi ranchito,Valle del cauca,palmira,Guanabanal,Guanabanal,no,990,30,200,FA,Plana,Bajo,Arrendatario ,Si ,Si,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,22,no,no,agropecuaria,no,"-76,42336","3,48503"
Segundo paso nivel,Valle del cauca,palmira,Guanabanal,Guanabanal,no,970,30,200,FA,Plana,Bajo,Arrendatario,Si,Si,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,7,no,no,agropecuaria,no,"-76,42722","3,48383"
Paradero el riel ,Valle del cauca,palmira,Guanabanal,Guanabanal,no,970,30,200,FA,Plana,bajo,Arrendatario,Si,Si,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,11,no,no,agropecuaria,no,"-76,42784","3,48351"
La cabañita ,Valle del cauca,palmira,Guanabanal,Guanabanal,no,860,30,200,FA,Plana,bajo,Arrendatario,SI,Si,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,7,no,no,agropecuaria,no,"-76,42684","3,4839"
La estación ,Valle del cauca,palmira,Guanabanal,Guanabanal,no,980,30,200,FA,Plana,Bajo,Arrendatario,Si,Si,Si,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,13,no,no,agropecuaria,no,"-76,42722","3,48386"
Granja la Gabriela ,Valle del cauca,palmira,Guanabanal,Guanabanal,no,970,30,200,FA,Plana,Medio,propietario con titulo,Si,Si,Si,No,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,F1,70,no,no,agropecuaria,no,"-76,42979","3,48318"
Campo alegre ,Valle del cauca,palmira,Toche,la nevera,no,3.265,8,2600,FA,Ondulada,bajo,propietario sin titulo,Si,NO,No,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,Normando,20,no,no,agropecuaria,no,"-76,07899","3,559"
La victoria,Valle del cauca,palmira,Toche,la nevera,no,3.270,8,2800,FA,Ondulada,bajo,propietario con titulo,Si,No,No,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,Normando,20,no,no,agropecuaria,no,"-76,07166","3,53531"
El nogal ,Valle del cauca,palmira,Potrerillo ,San emigdio,no,1.258,28,800,FA,Ondulada,bajo,Arrendatario,SI,Si,Si,No,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo,4,no,no,agropecuaria,no,"-76,20635","3,5467"
El embrujo ,Valle del cauca,palmira,Potrerillo ,La quisquina ,no,1.642,23,1000,FA,Ondulada,bajo,Arrendatario,SI,Si,Si,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo,7,no,no,agropecuaria,no,"-76,17812","3,5778"
La Trinidad ,Valle del cauca,palmira,Potrerillo,San emigdio,no,1.258,24,800,FA,Ondulada,bajo,propietario con titulo,SI,Si,Si,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos ,Criollo,5,no,no,agropecuaria,no,"-76,20542","3,55301"
El altico,Valle del cauca,palmira,Potrerillo,San emigdio ,no,1.260,24,800,FA,Ondulada,bajo,propietario con titulo,SI,Si,SI,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,Brahman ,4,no,no,agropecuaria,no,"-76,20223","3,55153"
Flia López,Valle del cauca,Palmira ,Potrerillo,San emigdio,no,1.256,24,800,FA,Plana,bajo,propietario sin titulo,SI,Si,SI,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,9,no,no,agropecuaria,no,"-76,20288","3,55105"
no,valle del cauca ,palmira,Palmira ,boyaca ,no,970,30,200,no,no,bajo,propietario con titulo,No,Si,SI ,SI ,SI,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,8,no,no,agropecuaria,no,"-76,26702","3,60775"
la esperanza,valle del cauca,palmira,Tenjo,agua azul,no,2.128,12,1000,FA,ondulada,bajo,propietario con titulo,SI,SI,No,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,normando y criollo,40,no,no,agropecuaria,no,"-76,1359","3,48469"
la cruz verde,valle del cauca ,palmira ,Tenjo,agua azul,no,2.125,12,1000,FA,ondulada,bajo,propieratario con titulo,SI,SI,No,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,criollo,28,no,no,agropecuaria,no,"-76,13406","3,49081"
no,valle del cauca ,palmira,Tenjo,agua azul,no,2.117,12,1000,FA,ondulada,bajo ,propietario con titulo,SI ,SI,No,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,criollo,12,no,no,agropecuaria,no,"-76,13952","3,4974"
las golondrinas lote 1,valle del cauca,palmira,Tenjo,agua azul,no,2.122,12,1000,FA,ondulada,bajo ,propieratario con titulo,SI,NO,NO,NO,NO,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,10,no,no,agropecuaria,no,"-76,13921","3,48394"
san juanito,valle del cauca,palmira,caluce,caluce,no,1.376,26,750,FA,ondulada,bajo ,arrendatario,SI,NO,SI,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,40,no,no,agropecuaria,no,"-76,18632","3,5388"
zorrento,valle del cauca,palmira,Tenjo,la maria,no,2.120,12,1000,FA,ondulada,bajo ,propietario con titulo,SI,No,No,No,No,no,no,no,no,no,no,no,no,no,no,Bovinos,normando y F1,19,no,no,agropecuaria,no,"-76,13244","3,50083"
la playita,valle del cauca,palmira,caluce,caluce,no,no,no,no,FA,ondulada,bajo ,propietario con titulo,SI,SI,SI,NO,SI,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,8,no,no,agropecuaria,no,"-76,18651","3,53482"
no,valle del cauca,palmira,rozo,rozo,no,988,28,350,FA,plana,bajo ,propieratario con titulo,Si ,si ,si,no,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,12,no,no,agropecuaria,no,"-76,38426","3,60549"
no,valle del cauca,palmira,no,no,no,no,no,no,FA,no,bajo ,no,si,si ,si,no ,si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,8,no,no,agropecuaria,no,"-76,10393","3,55751"
las salinas ,valle del cauca,palmira,toche,la tigrera,no,1.466,20,500,FA,ondulada ,bajo ,no,si,no,si,no,no,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,15,no,no,agropecuaria,no,"-76,12309","3,6142"
el tenjo,valle del cauca,palmira,toche,la tigrera,no,1.681,18,500,FA,Ondulada,bajo ,propieratario con titulo,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Bovinos,F1,150,no,no,agropecuaria,no,"-76,11522","3,61077"
la playita,valle del cauca,palmira,toche ,la tigrera,no,1.497,20,500,FA,Ondulada,bajo ,arrendatario,si,si,si,no ,no,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,18,no,no,agropecuaria,no,"-76,11348","3,61496"
la gabriela ,valle del cauca,palmira,Guanabanal,Guanabanal,no,990,30,200,FA,plana,bajo ,propieratario con titulo,Si ,si ,SI,no ,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,7,no,no,agropecuaria,no,"-76,43017","3,48315"
las brisas,valle del cauca,palmira,Toche,santa luisa,no,1.860,16,500,FA,Ondulada,bajo ,propieratario con titulo,si,no,Si ,no,no,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,6,no,no,agropecuaria,no,"-76,08314","3,62881"
la esmeralda,valle del cauca,palmira,Tenjo,tenjo,no,2.200,12,1000,FA,Ondulada,bajo ,propieratario con titulo,Si ,Si,SI,NO,NO,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,12,no,no,agropecuaria,no,"-76,16887","3,52056"
el encanto,valle del cauca,palmira,la quisquina,santa teresa,no,1.659,20,1000,FA,ondulada,bajo ,propieratario con titulo,Si ,no,Si ,NO,NO,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,8,no,no,agropecuaria,no,"-76,16867","3,59705"
el mirador,valle del cauca,palmira,la quisquina,santa teresa,no,1.768,20,1000,FA,Ondulada,bajo ,propieratario con titulo,SI,NO,SI,NO,NO,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,4,no,no,agropecuaria,no,"-76,1675","3,59521"
no,valle del cauca,palmira,Potrerillo,potrerillo,no,no,no,no,FA,Ondulada,bajo ,propieratario con titulo,SI,Si,SI,Si,Si,no,no,no,no,no,no,no,no,no,no,Bovinos,Criollo y F1,10,no,no,agropecuaria,no,"-76,43021","3,4831"
el bosque ,Valle del cauca,palmira,Tenjo,La maria,no,2.357,16,2000,FA,Ondulada,Bajo ,propieratario con titulo,si,NO,No,NO,NO,no,no,no,no,no,no,no,no,no,no,bovinos,Criollo y F1,12,no,no,agropecuaria,no,"-76,12582","3,50117"
El Saman,Valle,Palmira,Bolo la italia ,los almendros,64,964,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,cacao,no,6,0,0%,no,no,no,no,no,no,no,no,no,Publica,SDEA,"-76,315745","3,478993"
no,Valle,Palmira,Bolo la italia,los almendros,96,973,24,1.000,FrAr,Plana,Medio,Familiar,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,Cerdos,pietran,2,no,no,Pública,SDEA,"-76,315652","3,47825"
Los Almendros,Valle,Palmira,Bolo la italia ,los almendros,16,989,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,si,no,platano,Dominico hartón,14,800,80%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,315064","3,477578"
las nieves,Valle,Palmira,Bolo la italia ,la cancha,2,976,24,1.000,FrAr,Plana,Medio,Propietario,no,no,no,no,no,no,platano,Dominico hartón,15,4.200,90%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,317268","3,473473"
villa Leidy,Valle,Palmira,Bolo la italia ,la cancha,2,976,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,platano,Dominico hartón,15,1.100,80%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,317452","3,473178"
El Porvenir,Valle,Palmira,Bolo La Italia,La Cancha,3,975,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Cítricos,Varias,2,2.400,95%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,31792","-3,471898"
La Isabela,Valle,Palmira,Bolo La Italia,Callejón Jiménez,5,972,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,2,1.200,80%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,320028","3,46805"
san Jose,valle,Palmira,Bolo la italia,los almendros,6,975,24,1.000,FrAr,Plana,Medio,Administrador,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,20,no,no,Publica,SDEA,"-76,315488","3,472201"
San Rafael,Valle,Palmira,Bolo La Italia,La Cancha,3,975,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Cítricos,Varias,2,2.500,90%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,318198","3,473262"
no,Valle,Palmira,Bolo la italia,la cancha,3,983,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,10,no,no,Publica,SDEA,"-76,318241","3,473695"
no,Valle,Palmira,Bolo la italia,la cancha,24,978,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,25,no,no,Publica,SDEA,"-76,317916","3,47308"
no,Valle,Palmira,Bolo Alizal,San Pablo,"0,32",958,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Cerdos,pietran,2,no,no,Publica,SDEA,"-76,356927","3,461232"
La Casita,Valle,Palmira,Bolo la italia,la cancha,64,984,24,1.000,FrAr,Plana,Medio,Familiar,no,si,si,si,no,no,no,no,no,no,no,no,no,no,no,pollos,engorde,20,no,no,Publica,SDEA,"-76,317748","3,467252"
El Vergel 2,Valle,Palmira,Bolo La Italia,La Playa,3,967,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Plátano,Dominico hartón,2,1.500,90%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,320892","3,461763"
La Colmena,Valle,Palmira,Bolo La Italia,La Playa,8,971,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,3,2.100,90%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,318113","3,466828"
Sin nombre,Valle,Palmira,Bolo La Italia,La Playa,3,969,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Maracuyá,Comun,15,1.300,90%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,320118","3,466828"
villa fatima,Valle,Palmira,Bolo la Italia,La Playa,15,765,24,1.000,FrAr,Plana,Medio,arrendatario,si,si,si,si,si,no,platano,Dominico hartón,64,1.300,70%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,318119","3,461775"
El Verge,Valle,Palmira,Bolo La Italia,La Playa,3,967,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Guayaba,Pera,1,800,90%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,320462","3,463727"
La Nuvia,Valle,Palmira,Bolo la italia ,la palma,16,967,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,si,no,platano,Dominico hartón,14,800,50%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,324562","3,466018"
no,Valle,Palmira,Bolo la italia,Callejon la italia,84,997,24,1000,FrAr,Plana,Medio,propietario,no,si,si,no,si,no,no,no,no,no,no,no,no,no,no,Gallinas,Lohman,69,50huevos/dia,no,Publica,SDEA,"-76,324565","3,466012"
Sin nombre,Valle,Palmira,Bolo La Italia,Grano de oro,8,980,24,1.000,FrAr,Plana,Medio,Arrendatario,si,si,si,no,no,no,maracuya,comun,"0,64",0,0%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,326748","3,463201"
La Camelia,Valle,Palmira,Bolo La Italia,Grano de oro,6,972,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Guayaba,Varias,4,2.700,98%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,377005","3,463173"
Bella Vista,Valle,Palmira,Bolo La Italia,Grano de oro,6,971,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Maracuyá,Comun,3,0,0%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,377327","3,465862"
Blanca Flor,Valle,Palmira,Bolo La Italia,La Palma,45,985,24,1.000,FrAr,Plana,Medio,Administrador,si,si,si,no,no,no,Cítricos,Varias,3,4.500,50%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,327297","3,468004"
La Linda,Valle,Palmira,Bolo La Italia,Grano de oro,20,970,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,3,1.800,95%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,327402","3,466607"
La Regalía 2,Valle,Palmira,Bolo Alizal,San Pablo,3,961,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,25,2.700,90%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,380437","3,457207"
no,Valle,Palmira,Bolo Alizal,San Pablo,12,962,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Aguacate,Varias,2,2.100,95%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,333679","3,463517"
La Regalía,Valle,Palmira,Bolo Alizal,San Pablo,12,960,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Maracuyá,Comun,6,7.700,98%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,37903","3,451733"
El Lago,Valle,Palmira,Bolo Alizal,San Pablo,17,961,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Plátano,Dominico hartón,4,3.990,90%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"76,368915","3,453438"
Los Naranjos 3,Valle,Palmira,Bolo Alizal,San Pablo,3,958,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Aguacate,Lorena,15,0,0%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,3714","3,45528"
Los Naranjos 3 ,Valle,Palmira,Bolo Alizal,San Pablo,3,960,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Aguacate,Varias,1,0,96%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,379807","3,455265"
El Naranjo 1,Valle,Palmira,Bolo La Italia,San Pablo,3,959,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Plátano,Dominico hartón,2,0,95%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,37888","3,4551"
La Otilia,Valle,Palmira,Bolo Alizal,San Pablo,17,964,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,3,2.235,90%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,37905","3,457696"
La Fortuna,Valle,Palmira,Bolo Alizal,San Pablo,18,965,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,2,1.300,80%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,377113","3,461957"
Los Naranjos,Valle,Palmira,Bolo Alizal,La Virgen,2,971,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Plátano,Dominico hartón,1,700,50%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,356945","3,462807"
Los Naranjos 2,Valle,Palmira,Bolo Alizal,La Virgen,25,972,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Plátano,Dominico hartón,15,800,50%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,356872","3,462832"
La Esperanza,Valle,Palmira,Bolo Alizal,La Virgen,6,969,24,1.000,FrAr,Plana,Medio,Arrendatario,si,si,si,no,no,no,Plátano,Dominico hartón,3,2.600,90%,fresco,finca,contado,si,no,no,no,no,no,Publica,SDEA,"-76,356268","3,457517"
La Esperanza,Valle,Palmira,Bolo Alizal,La Virgen,1,970,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Plátano,Dominico hartón,1,800,50%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,354975","3,456483"
La Vega,Valle,Palmira,Bolo Alizal,La Virgen,3,970,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Cítricos,Varias,15,750,70%,fresco,plaza,contado,no,no,no,no,no,no,Publica,SDEA,"-76,356807","3,463708"
El Rescate,Valle,Palmira,Bolo alizal,la virgen,64,970,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,platano,Dominico hartón,16,800,90%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,35519","3,462353"
la otilia,Valle,Palmira,Bolo Alizal,San Pablo,"1,7",964,24,1.000,FrAr,Plana,Medio,propietaria,si,si,si,no,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Criollas,35,29 huevos/dia,no,Publica,SDEA,"-76,37905","3,457696"
San Martín,Valle,Palmira,Bolo La Italia,La Playa,"0,2",966,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Cítricos,Varias,"0,15",1.700,50%,fresco,finca,contado,no,no,no,no,no,no,Pública,SDEA,"-76,320895","3,462667"
La Primavera,Valle,Palmira,Bolo La Italia,La Palma,"0,3",972,24,1.000,FrAr,Plana,Medio,Propietario,si,si,si,no,no,no,Plátano,Dominico hartón,"0,1",800,60%,fresco,finca,contado,no,no,no,no,no,no,Publica,SDEA,"-76,326443","3,46729"
La Quintalia,Valle,Palmira,Bolo La Italia,Grano de oro,"0,2",971,24,1.000,FrAr,Plana,Medio,Propietario,no,si,si,no,no,no,Cítricos,Varias,"0,15",1.650,90%,fresco,plaza,contado,no,no,no,no,no,no,Pública,SDEA,"-76,327423","3,464888"
no,Valle,Palmira,Bolo La Italia,Grano de oro,"0,1",958,24,1.000,FrAr,Plana,Medio,Administrador,si,si,si,si,no,no,no,no,no,no,no,no,no,no,no,Gallinas,Criollas,15,8 huevos/dia,no,Pública,SDEA,"-76,326528","3,462728"
